filename,prompt
"0,0,9.png","a close up of an apple on a black background, 4 k hd wallpapear, golden apple, phobos, inspired by Ma Yuan, cycles4d, charon, the apple and the moon, a raytraced image, an apple, lemon wearing sunglasses, an apple doing crossfit, cycles4d render, povray, gary oldman as a pear"
"0,0,90.png","a close up of an apple in the dark, golden apple, an apple, outer wilds screenshot, inspired by Vija Celmins, an open eye in its center, outer wilds, inspired by David Inshaw, fruitcore, a raytraced image, still life of an apple, pinhole photo quality, uneven glass apple in the dark, navel"
"0,108,-18.png","a close up of an apple in the dark, lemon wearing sunglasses, with lemon skin texture, a raytraced image, cycles4d, ray traced sun light, lemon, cycles4d render, an angry lemon, anorld render, blender rendering, 3d 8k octan render, lemon demon, 3 d raytraced masterpiece, ssao 8 k"
"0,108,-27.png","a close up of a yellow apple on a black background, cycles4d, cycles4d render, floating planets and moons, visiting saturn, ssao 8 k, break of dawn on pluto, spring on saturn, moody gold planet, phobos, octave render, inspired by Ma Yuan, a raytraced image, 3d 8k octan render"
"0,108,-36.png","a large yellow object in the dark sky, cycles4d, cycles4d render, 3d 8k octan render, ssao 8 k, octsne render, octrane render, a raytraced image, octave render, floating planets and moons, inspired by Ma Yuan, with lemon skin texture, ray traced sun light, break of dawn on pluto"
"0,108,-45.png","a close up of a yellow object in the dark sky, cycles4d, octave render, cycles4d render, with lemon skin texture, inspired by Ma Yuan, floating planets and moons, 3d 8k octan render, ssao 8 k, octrane render, outer wilds, rendered in corona, octsne render, rendered image"
"0,108,-54.png","a close up of a yellow object in the dark sky, cycles4d, cycles4d render, octave render, moody gold planet, octrane render, 3d 8k octan render, with lemon skin texture, inspired by Ma Yuan, floating planets and moons, octsne render, visiting saturn, rendered in corona, ssao 8 k"
"0,108,-63.png","a close up of an object in the dark sky, cycles4d, octave render, cycles4d render, octrane render, break of dawn on pluto, moody gold planet, floating planets and moons, 3d 8k octan render, inspired by Chesley Bonestell, submerged on titan, venus surface, inspired by Ma Yuan, moonray render"
"0,108,-72.png","a small yellow object in the dark sky, octave render, submerged on titan, octrane render, cycles4d, spring on saturn, visiting saturn, ocean on planet titan, moody gold planet, cycles4d render, break of dawn on pluto, venus surface, over looking saturn, octsne render, terraforming jezero crater, saturn"
"0,108,-81.png","an object is seen in the dark sky, submerged on titan, over looking saturn, ocean on planet titan, saturn, octave render, spring on saturn, venus surface, visiting saturn, terraforming jezero crater, saturn in the sky, ssao 8 k, moody gold planet, phobos, mars aerial photography, octrane render, octsne render"
"0,108,-9.png","an apple is shown against a black background, golden apple, with lemon skin texture, a raytraced image, 3 d raytraced masterpiece, 4 k hd wallpapear, it has lemon skin texture, an apple, petite pear slim figure, raytraced highlights, still life of an apple, an apple doing crossfit, yellow apples, sentient fruit, lemon"
"0,108,-90.png","a close up of an object in the sky, octave render, saturn, octsne render, submerged on titan, over looking saturn, spring on saturn, ssao 8 k, 3d 8k octan render, ocean on planet titan, octrane render, acid rains. the sacred nipple, saturn in the sky, ocatane render, moody gold planet"
"0,108,0.png","an apple is shown against a black background, 4 k hd wallpapear, a raytraced image, 3 d raytraced masterpiece, golden apple, mango, masterpiece. rendered in blender, with lemon skin texture, lemon, rendered in corona, blender rendering, pathtracing, cinema 4d ray traced, rendered in blender, moonray render, lemon wearing sunglasses"
"0,108,18.png","a close up of an apple on a black background, golden apple, a raytraced image, 3 d raytraced masterpiece, an apple, 4 k hd wallpapear, with lemon skin texture, still life of an apple, webgl render, rendered in corona, raytraced highlights, yellow apples, 3d rendered model, an apple doing crossfit, raytraced render"
"0,108,27.png","a close up of an apple on a black background, 4 k hd wallpapear, golden apple, an apple, petite pear slim figure, still life of an apple, pear, 3 d raytraced masterpiece, unrea 5, fruitcore, an apple doing crossfit, gary oldman as a pear, sentient fruit, a raytraced image, untextured"
"0,108,36.png","a close up of an apple on a black background, 4 k hd wallpapear, gary oldman as a pear, an apple, pear, fruitcore, golden apple, petite pear slim figure, unrea 5, 3 d raytraced masterpiece, seamless game texture, sentient fruit, a human-like juicy peach, still life of an apple, professional fruit photography"
"0,108,45.png","a close up of an apple on a black background, 4 k hd wallpapear, an apple, fruitcore, gary oldman as a pear, pear, golden apple, still life of an apple, outer wilds screenshot, unrea 5, 3 d image, the apple and the moon, petite pear slim figure, povray, an alien fruit"
"0,108,54.png","a close up of an apple on a black background, golden apple, an apple, cataract. subsurface scattering, outer wilds screenshot, spherical body, povray, 3 d image, still life of an apple, outer wilds, the apple and the moon, fruitcore, gary oldman as a pear, one apple and one onion"
"0,108,63.png","an apple with a bite taken out of it, golden apple, an apple, cataract. subsurface scattering, an open eye in its center, inspired by Vija Celmins, black hole with accretion disс, one apple and one onion, still life of an apple, outer wilds screenshot, the apple and the moon"
"0,108,72.png","a close up of an apple in the dark, an open eye in its center, cataract. subsurface scattering, golden apple, black hole with accretion disс, an apple, spherical body, inspired by Vija Celmins, povray, still of rainbow ophanim, one apple and one onion, gravitational lensing"
"0,108,81.png","a close up of an apple in the dark, an open eye in its center, outer wilds screenshot, golden apple, cataract. subsurface scattering, outer wilds, dove in an ear canal, octave render, an apple, astronomical imaging, povray, ssao 8 k, rendered image, 3 d image, orbital rings"
"0,108,9.png","a close up of an apple on a black background, 4 k hd wallpapear, golden apple, a raytraced image, 3 d raytraced masterpiece, an apple, with lemon skin texture, still life of an apple, pear, masterpiece. rendered in blender, untextured, an apple doing crossfit, the apple and the moon, petite pear slim figure"
"0,108,90.png","a close up of an apple in the dark, outer wilds screenshot, outer wilds, golden apple, 4 k hd wallpapear, an apple, pear, applepencil, taken through a telescope, render corona, octave render, fruitcore, povray, gary oldman as a pear, dove in an ear canal, inspired by Vija Celmins"
"0,126,-18.png","a close up of an apple in the dark, with lemon skin texture, lemon wearing sunglasses, 4 k hd wallpapear, an angry lemon, ocatne render, unrefined sparkling gold nugget, phobos, octsne render, moonray render, outer wilds, octave render, heavy grain-s 150, golden apple, octrane render"
"0,126,-27.png","a close up of a yellow apple on a black background, octave render, octrane render, octsne render, cycles4d, cycles4d render, 3d 8k octan render, cgi render, moon ryas, phobos, small spacecraft in background, ssao 8 k, moonray render, venus surface"
"0,126,-36.png","a close up of a yellow object in the dark sky, cycles4d, octave render, cycles4d render, moody gold planet, octsne render, break of dawn on pluto, octrane render, floating planets and moons, inspired by Ma Yuan, ocean on planet titan, with lemon skin texture, 3d 8k octan render"
"0,126,-45.png","a close up of a moon in the dark sky, cycles4d, octave render, cycles4d render, with lemon skin texture, outer wilds, inspired by Ma Yuan, moonray render, outer wilds screenshot, the moon orbiting other moons, octsne render, egg yolk, lemon wearing sunglasses"
"0,126,-54.png","a close up of an orange on a black background, octave render, cycles4d, moody gold planet, cycles4d render, octrane render, visiting saturn, submerged on titan, floating planets and moons, spring on saturn, moon ryas, 3d 8k octan render, octsne render, maya render, venus surface"
"0,126,-63.png","a close up of an apple in the dark, octave render, cycles4d, cycles4d render, submerged on titan, moody gold planet, venus surface, inspired by Chesley Bonestell, inspired by Ma Yuan, outer wilds, octrane render, glsl - shaders, ocean on planet titan, pretty highlights and specular"
"0,126,-72.png","a yellow apple sitting on top of a black surface, submerged on titan, octave render, terraforming jezero crater, break of dawn on pluto, moody gold planet, ocean on planet titan, phobos, venus surface, cycles4d, mars aerial photography, octrane render, spring on saturn, octsne render, visiting saturn, ssao 8 k"
"0,126,-81.png","a close up of a yellow object in the dark, submerged on titan, spring on saturn, ocean on planet titan, saturn, over looking saturn, venus surface, ssao 8 k, terraforming jezero crater, moody gold planet, octave render, break of dawn on pluto, 3d 8k octan render, visiting saturn, mars aerial photography, phobos"
"0,126,-9.png","an apple is shown against a black background, golden apple, a raytraced image, 3 d raytraced masterpiece, an apple, with lemon skin texture, 4 k hd wallpapear, still life of an apple, raytraced highlights, ray traced, ray traced sun light, strong subsurface scattering, subsurface scattering skin, an apple doing crossfit"
"0,126,-90.png","a close up of an object in the dark sky, submerged on titan, saturn, octave render, ocean on planet titan, over looking saturn, spring on saturn, ssao 8 k, 3d 8k octan render, venus surface, moody gold planet, break of dawn on pluto, acid rains. the sacred nipple, terraforming jezero crater"
"0,126,0.png","an apple with a bite taken out of it, golden apple, a raytraced image, 3 d raytraced masterpiece, 4 k hd wallpapear, still life of an apple, an apple, raytraced highlights, the apple and the moon, masterpiece. rendered in blender, with lemon skin texture, untextured, modeled in 3 d, ray traced"
"0,126,18.png","an apple with a bite taken out of it, golden apple, 3 d raytraced masterpiece, 4 k hd wallpapear, a raytraced image, still life of an apple, outer wilds screenshot, an apple, masterpiece. rendered in blender, the apple and the moon, raytraced highlights, pear, outer wilds, with lemon skin texture"
"0,126,27.png","a close up of an apple on a black background, golden apple, 4 k hd wallpapear, 3 d raytraced masterpiece, outer wilds screenshot, an apple, still life of an apple, a raytraced image, the apple and the moon, masterpiece. rendered in blender, sentient fruit, pear, a human-like juicy peach, rendered in corona"
"0,126,36.png","a close up of an apple on a black background, 4 k hd wallpapear, outer wilds screenshot, 3 d raytraced masterpiece, pear, gary oldman as a pear, fruitcore, golden apple, outer wilds, an apple, a human-like juicy peach, sentient fruit, octae render, petite pear slim figure, an alien fruit"
"0,126,45.png","a close up of an apple on a black background, golden apple, still life of an apple, an apple, 3 d raytraced masterpiece, webgl render, a raytraced image, 4 k hd wallpapear, rendered image, filmic render, outer wilds screenshot, rendered in nvidia's omniverse, 3 d image, the apple and the moon"
"0,126,54.png","a close up of an apple on a black background, golden apple, an apple, still life of an apple, 3 d raytraced masterpiece, a raytraced image, webgl render, outer wilds screenshot, 3 d render 1 5 0 mm lens, low angle dimetric rendering, an apple doing crossfit, rendered image, the apple and the moon"
"0,126,63.png","a close up of an apple on a black background, golden apple, an apple, fruitcore, outer wilds screenshot, still life of an apple, spherical body, 3 d raytraced masterpiece, an open eye in its center, gary oldman as a pear, black hole with accretion disс, povray, a raytraced image"
"0,126,72.png","a close up of an apple on a black background, golden apple, an apple, applepencil, a raytraced image, 3 d raytraced masterpiece, an open eye in its center, rendered image, fruitcore, still life of an apple, inspired by Vija Celmins, povray, rendered in corona, raymarching, raytraced realistic, 3 d rendered"
"0,126,81.png","a close up of an apple in the dark, golden apple, an open eye in its center, outer wilds screenshot, cataract. subsurface scattering, an apple, applepencil, outer wilds, a raytraced image, dove in an ear canal, inspired by Vija Celmins, raymarching, 3 d raytraced masterpiece, enhanced eye detail"
"0,126,9.png","a close up of an apple in the dark, golden apple, 3 d raytraced masterpiece, a raytraced image, 4 k hd wallpapear, the apple and the moon, still life of an apple, outer wilds screenshot, an apple, masterpiece. rendered in blender, raytraced highlights, videogame asset, cinema 4d ray traced, sentient fruit"
"0,126,90.png","a close up of an apple in the dark, outer wilds screenshot, outer wilds, cataract. subsurface scattering, golden apple, an open eye in its center, enhanced eye detail, gravitational lens, orbital rings, 3 d image, dove in an ear canal, ssao 8 k, taken through a telescope, povray"
"0,144,-18.png","a close up of an apple on a black background, golden apple, 3 d raytraced masterpiece, a raytraced image, still life of an apple, an apple, untextured, masterpiece. rendered in blender, the apple and the moon, raytraced highlights, 4 k hd wallpapear, rendered with renderman, blender rendering, rendered in renderman"
"0,144,-27.png","a close up of an apple on a black background, cycles4d, octave render, outer wilds, cycles4d render, phobos, james webb telescope images, inspired by Ma Yuan, moody gold planet, octsne render, egg yolk, ssao 8 k, brimstone, outer wilds screenshot, yellow ochre, octrane render"
"0,144,-36.png","a close up of a yellow object in the dark sky, submerged on titan, cycles4d, ocean on planet titan, octave render, cycles4d render, moody gold planet, ocean on alien planet titan, yellow ocre tint dominant, octsne render, break of dawn on venus, distant lens, imbalanced mars. rugged, taken from orbit"
"0,144,-45.png","a close up of an object in the dark sky, submerged on titan, cycles4d, moody gold planet, cycles4d render, octave render, ocean on planet titan, mars one mission, octsne render, yellow ocre tint dominant, visiting saturn, imbalanced mars. rugged, radiosity rendering, distant lens, outer wilds"
"0,144,-54.png","a close up of an apple in the dark, submerged on titan, ocean on planet titan, moody gold planet, yellow ocre tint dominant, octave render, cycles4d, phobos, ocean on alien planet titan, outer wilds, visiting saturn, venus surface, saturn, cycles4d render, distant lens, over looking saturn, mars aerial photography"
"0,144,-63.png","a close up of an apple on a black background, submerged on titan, terraforming jezero crater, phobos, giant crater in distance, mars aerial photography, venus surface, saturn, close-up imagery, mars in distance, over looking saturn, mars, portrait of a mystical giant eye, taken from orbit, moody gold planet, visiting saturn"
"0,144,-72.png","a close up of an apple in the dark, submerged on titan, terraforming jezero crater, venus surface, giant crater in distance, mars aerial photography, phobos, saturn, octave render, over looking saturn, portrait of a mystical giant eye, moody gold planet, mars in distance, ocean on planet titan, close-up imagery, saturn in the sky"
"0,144,-81.png","a close up of an apple in the dark, submerged on titan, octave render, terraforming jezero crater, over looking saturn, saturn, venus surface, phobos, portrait of a mystical giant eye, moody gold planet, mars aerial photography, ocean on planet titan, spring on saturn, intact humanoid servo, giant crater in distance"
"0,144,-9.png","an apple is lit up in the dark, golden apple, a raytraced image, 3 d raytraced masterpiece, still life of an apple, raytraced highlights, masterpiece. rendered in blender, raytraced render, cinema 4d ray traced, rendered with renderman, rendered in renderman, raytraced realistic, rendered in corona, pretty highlights and specular"
"0,144,-90.png","a close up of an apple in the dark, saturn, over looking saturn, octave render, submerged on titan, portrait of a mystical giant eye, spring on saturn, ocean on planet titan, saturn in the sky, phobos, octrane render, visiting saturn, terraforming jezero crater, ssao 8 k, astronomical imaging"
"0,144,0.png","an apple is lit up in the dark, a raytraced image, golden apple, 3 d raytraced masterpiece, raytraced highlights, still life of an apple, rendered in corona, an apple, 3d game object, webgl render, ray traced sun light, rendered image, ray traced lighting, ray traced, masterpiece. rendered in blender, raytraced realistic"
"0,144,18.png","an apple that is sitting in the dark, 3 d raytraced masterpiece, a raytraced image, golden apple, masterpiece. rendered in blender, 4 k hd wallpapear, webgl render, still life of an apple, raytraced highlights, rendered image, rendered in corona, rendered in renderman, rendered in pov - ray, an apple, rendered in arnold"
"0,144,27.png","an apple with a bite taken out of it, golden apple, 3 d raytraced masterpiece, 4 k hd wallpapear, outer wilds screenshot, masterpiece. rendered in blender, a raytraced image, an apple, still life of an apple, sublime subsurface scattering, pretty highlights and specular, pear, intense subsurface scattering, rendered in corona"
"0,144,36.png","a close up of an apple in the dark, golden apple, 4 k hd wallpapear, 3 d raytraced masterpiece, an apple, still life of an apple, sublime subsurface scattering, pear, a raytraced image, the apple and the moon, intense subsurface scattering, a human-like juicy peach, masterpiece. rendered in blender"
"0,144,45.png","a close up of an apple on a black background, 4 k hd wallpapear, golden apple, 3 d raytraced masterpiece, an apple, gary oldman as a pear, still life of an apple, outer wilds screenshot, fruitcore, pear, the apple and the moon, seamless game texture, sentient fruit, petite pear slim figure"
"0,144,54.png","a close up of an apple on a black background, golden apple, an apple, still life of an apple, 3 d raytraced masterpiece, webgl render, a raytraced image, outer wilds screenshot, applepencil, an apple doing crossfit, rendered image, apple tree, rendered in corona, fruitcore, inspired by Vija Celmins"
"0,144,63.png","a close up of an apple on a black background, golden apple, an apple, 3 d raytraced masterpiece, applepencil, still life of an apple, webgl render, a raytraced image, masterpiece. rendered in blender, an apple doing crossfit, rendered image, blender rendering, low angle dimetric rendering, rendered with blender, 3 d rendered, 3d rendered"
"0,144,72.png","a close up of an apple on a black background, golden apple, an apple, still life of an apple, an apple doing crossfit, applepencil, 3 d raytraced masterpiece, apple tree, anorld render, a raytraced image, rendered image, fruitcore, apple, apple logo, inspired by Rene Magritte, 4 k hd wallpapear"
"0,144,81.png","a close up of an apple on a black background, golden apple, an apple, still life of an apple, applepencil, apple tree, an apple doing crossfit, anorld render, the apple and the moon, povray, fruitcore, rendered image, cataract. subsurface scattering, an open eye in its center, 3 d image"
"0,144,9.png","an apple that is sitting in the dark, a raytraced image, 3 d raytraced masterpiece, golden apple, still life of an apple, 4 k hd wallpapear, raytraced highlights, 3d game object, masterpiece. rendered in blender, rendered in corona, raytracing : :, webgl render, rendered image, an apple, with lemon skin texture"
"0,144,90.png","a close up of an apple on a black background, golden apple, an apple, 4 k hd wallpapear, still life of an apple, applepencil, an apple doing crossfit, the apple and the moon, outer wilds screenshot, pear, 3 d image, apple tree, inspired by Ma Yuan, gary oldman as a pear, fruitcore, povray"
"0,162,-18.png","a close up of an apple on a black background, still life of an apple, 3 d raytraced masterpiece, golden apple, a raytraced image, 4 k hd wallpapear, raytraced realistic, an apple, rendered in renderman, cinema 4d ray traced, rendered with renderman, raytraced render, ray traced lighting, raytraced highlights"
"0,162,-27.png","a close up of an apple on a black background, lunch time on uranus, outer wilds, barsoom, james webb telescope images, outer wilds screenshot, cycles4d, here is one olive, phobos, inspired by Ma Yuan, lemon wearing sunglasses, james webb telescope, crunch time on uranus, 3 d image, octave render"
"0,162,-36.png","a close up of an apple on a black background, submerged on titan, cycles4d, break of dawn on venus, venus surface, octave render, mars one mission, distant lens, ocean on planet titan, visiting saturn, phobos, moody gold planet, space probe, cycles4d render, maven, barsoom, saturn, venus effect"
"0,162,-45.png","a close up of an object in the dark sky, submerged on titan, mars one mission, cycles4d, inspired by Vija Celmins, octave render, barsoom, venus surface, intact humanoid servo, with small object details, imbalanced mars. rugged, cycles4d render, 3 d image, submarine camera imagery"
"0,162,-54.png","a close up of an apple on a black background, submerged on titan, venus surface, saturn, moody gold planet, phobos, mars aerial photography, ocean on planet titan, yellow ocre tint dominant, octave render, terraforming jezero crater, over looking saturn, cataract. subsurface scattering, saturn in the sky, mars, visiting saturn"
"0,162,-63.png","a close up of an apple in the dark, submerged on titan, saturn, venus surface, over looking saturn, yellow ocre tint dominant, mars aerial photography, moody gold planet, ocean on planet titan, visiting saturn, saturn in the sky, terraforming jezero crater, spring on saturn, mars, mars in distance, break of dawn on venus"
"0,162,-72.png","a close up of an apple in the dark, submerged on titan, saturn, terraforming jezero crater, mars aerial photography, ocean on planet titan, moody gold planet, venus surface, octave render, phobos, portrait of a mystical giant eye, over looking saturn, yellow ocre tint dominant, spring on saturn, medium close - up ( mcu )"
"0,162,-81.png","a close up of an apple in the dark, submerged on titan, portrait of a mystical giant eye, phobos, saturn, terraforming jezero crater, octave render, moody gold planet, over looking saturn, ocean on planet titan, radiosity rendering, venus surface, mars aerial photography, spring on saturn, octrane render, acid rains. the sacred nipple"
"0,162,-9.png","an apple that is sitting in the dark, still life of an apple, 3 d raytraced masterpiece, 4 k hd wallpapear, a raytraced image, golden apple, raytraced realistic, an apple, rendered in renderman, rendered with renderman, cinema 4d ray traced, raytraced render, rendered in arnold, masterpiece. rendered in blender"
"0,162,-90.png","a close up of an object in the dark sky, portrait of a mystical giant eye, saturn, over looking saturn, phobos, submerged on titan, astronomical imaging, ocean on planet titan, ultra view, saturn in the sky, an open eye in its center, octave render, moody gold planet, spring on saturn, venus surface, terraforming jezero crater"
"0,162,0.png","an apple is lit up in the dark, 3 d raytraced masterpiece, a raytraced image, still life of an apple, raytraced highlights, raytraced realistic, golden apple, ray traced lighting, ray traced, cinema 4d ray traced, raytraced render, raytraced, an apple, rendered with renderman, specular lighting, masterpiece. rendered in blender"
"0,162,18.png","an apple is lit up in the dark, a raytraced image, 3 d raytraced masterpiece, golden apple, rendered in corona, raytraced highlights, webgl render, blender rendering, rendered image, masterpiece. rendered in blender, rendered in pov - ray, raytraced render, rendered in arnold, rendered in renderman, raytracing : :, rendered with renderman"
"0,162,27.png","a close up of an apple in the dark, golden apple, 3 d raytraced masterpiece, a raytraced image, webgl render, rendered in corona, sublime subsurface scattering, outer wilds screenshot, masterpiece. rendered in blender, pretty highlights and specular, filmic render, rendered image, blender rendering, rendered in nvidia's omniverse"
"0,162,36.png","a close up of an apple in the dark, golden apple, 3 d raytraced masterpiece, 4 k hd wallpapear, still life of an apple, a raytraced image, webgl render, masterpiece. rendered in blender, an apple, sublime subsurface scattering, intense subsurface scattering, outer wilds screenshot, orange subsurface scattering"
"0,162,45.png","an apple that is sitting in the dark, golden apple, outer wilds screenshot, 4 k hd wallpapear, outer wilds, 3 d raytraced masterpiece, still life of an apple, sublime subsurface scattering, an apple, a raytraced image, the apple and the moon, intense subsurface scattering, orange subsurface scattering"
"0,162,54.png","a close up of an apple on a black background, golden apple, outer wilds screenshot, applepencil, cataract. subsurface scattering, still life of an apple, an apple, one apple and one onion, 3 d raytraced masterpiece, outer wilds, 4 k hd wallpapear, sublime subsurface scattering, fruitcore"
"0,162,63.png","a close up of an apple on a black background, golden apple, a raytraced image, 3 d raytraced masterpiece, an apple, still life of an apple, applepencil, webgl render, rendered image, rendered in corona, povray, apple tree, rendered with blender, 3d rendered, 3 d rendered, rendered in pov - ray, blender rendering"
"0,162,72.png","a close up of an apple on a black background, 3 d raytraced masterpiece, golden apple, an apple, a raytraced image, still life of an apple, an apple doing crossfit, applepencil, webgl render, rendered image, fruitcore, 3 d rendered, 3d rendered, low angle dimetric rendering, raytraced realistic, raytraced highlights"
"0,162,81.png","a close up of an apple on a black background, golden apple, an apple, applepencil, still life of an apple, an apple doing crossfit, 3 d raytraced masterpiece, a raytraced image, apple tree, rendered image, fruitcore, 3d rendered, 3 d rendered, rendered with blender, rendered in corona, webgl render, blender rendering"
"0,162,9.png","an apple is lit up in the dark, a raytraced image, 3 d raytraced masterpiece, golden apple, raytraced highlights, still life of an apple, raytraced render, masterpiece. rendered in blender, raytraced realistic, raytraced, cinema 4d ray traced, rendered in corona, rendered in renderman, rendered with renderman, webgl render"
"0,162,90.png","a close up of an apple on a black background, golden apple, an apple, an apple doing crossfit, 4 k hd wallpapear, still life of an apple, a raytraced image, the apple and the moon, 3 d raytraced masterpiece, apple tree, gary oldman as a pear, applepencil, fruitcore, cataract. subsurface scattering"
"0,18,-18.png","a close up of an apple on a black background, pluto, outer wilds, phobos, cycles4d, unrefined sparkling gold nugget, inspired by Ma Yuan, outer wilds screenshot, break of dawn on pluto, floating planets and moons, moody gold planet, 3 d image, povray, lump of native gold, epic 3 d oshun"
"0,18,-27.png","a close up of an object in the dark sky, break of dawn on pluto, floating planets and moons, cycles4d, cycles4d render, moody gold planet, the moon orbiting other moons, phobos, octave render, pluto, radiosity rendering, 3 d image, ssao 8 k, cycles 3 d render, break of dawn on venus"
"0,18,-36.png","a large yellow object in the dark sky, cycles4d, moody gold planet, cycles4d render, radiosity rendering, break of dawn on pluto, octave render, floating planets and moons, inspired by Ma Yuan, ssao 8 k, cycles 3 d render, a raytraced image, ray traced sun light, 3 d image, povray"
"0,18,-45.png","a large yellow object in the dark sky, moody gold planet, ocean on planet titan, octave render, break of dawn on pluto, cycles4d, submerged on titan, cycles4d render, floating planets and moons, break of dawn on venus, venus surface, yellow ocre tint dominant, distant world, distant lens, softened diffuse light"
"0,18,-54.png","a yellow apple sitting on top of a black surface, moody gold planet, cycles4d render, cycles4d, octave render, venus surface, break of dawn on pluto, ocean on planet titan, cycles 3 d render, sepia sun, submerged on titan, outer wilds, break of dawn on venus, glsl - shaders, radiosity rendering"
