filename,prompt
"0,0,54.png","a bottle of toothpaste on a black background, substance painter, toothpaste blast, tempera paint, brushed red and blue paint, high quality topical render, marvelous designer substance, smooth surface render, studio quality smooth render, red background photorealistic, game asset, flowstatepaint, rendered in corona, renderman, lightwave 3d, well rendered.:1"
"0,0,63.png","a bottle of red liquid on a black background, toothpaste blast, red paint, substance painter, visible paint texture, tempera paint, brushed red and blue paint, seperated game asset, high quality topical render, game asset, dull red flaking paint, marvelous designer substance, flowstatepaint, impasto paint, pbr render, handpaint texture"
"0,0,72.png","a close up of a red bottle on a black background, painting of one health potion, high quality topical render, toothpaste blast, seperated game asset, blood spray, liquid glue spots, round bottle, scratched vial, untextured, perfume bottle, game asset, hyper realistic poison bottle, tempera paint, red liquid, rpg item render, syringe"
"0,0,81.png","a red object sitting on top of a black surface, untextured, round red m & m figure, police cap, sitting on a red button, red shift render, seperated game asset, mushroom cap, high quality topical render, valve, uncompressed png, small hat, redsfhit render, redshift renderer, rpg item render, red hat, red cap"
"0,0,9.png","a bottle of shampoo on a black background, volcano texture, vulcano, vulcanic ground, volcanic, volcanic workshop background, lava texture, volcano, volcanic background, volcano background, in volcano, volcanoes, petroleum vitamin, in a volcano, volcanos, dark volcano background, volcano eruption, fire lava, body with black and red lava, lava, volcano setting"
"0,0,90.png","a red frisbee flying in the dark sky, phobos, saturno buttò, orange gas giant, floating planets and moons, saturn, solis sacerdotibus, nubulae hubble, planet saturn, seen from earth, red shift render, radiosity rendering, orbital rings, hades supergiant, roman setting, nasa image"
"0,108,-18.png","a red and white tube of toothpaste on a black background, toothpaste blast, marvelous designer substance, high quality topical render, seperated game asset, videogame asset, spray brush, blood spray, seamless game texture, pbr texture, rpg item render, game asset, 3 d daz occlusion, pbr render, extremely detailed brush, emissive material"
"0,108,-27.png","a red and white fire extinguisher on a black background, toothpaste blast, high quality topical render, seperated game asset, spray brush, rpg item render, blood spray, videogame asset, game asset, seamless game texture, marvelous designer substance, pbr texture, smoke grenade, 3d game object, glue dropping, visible paint texture, extremely detailed brush, can of paint"
"0,108,-36.png","a red and white fire extinguisher on a black background, toothpaste blast, high quality topical render, spray brush, rpg item render, blood spray, seperated game asset, visible paint texture, glue dropping, pbr texture, seamless game texture, untextured, smoke grenade, videogame asset, baked bean skin texture, pbr render, extremely detailed brush, textured 3 d"
"0,108,-45.png","a red and white tube on a black background, smoke grenade, toothpaste blast, rpg item render, hyperrealistic smoke, :6 smoke grenades, high quality topical render, pbr render, pbr texture, seperated game asset, smoke simulation, simple primitive tube shape, untextured, realistic smoke, smoke grenades, spray brush, blood spray, 3d game object"
"0,108,-54.png","a red and white tube on a black background, rpg item render, smoke grenade, simple primitive tube shape, high quality topical render, hyperrealistic smoke, pbr render, 3d game object, toothpaste blast, blue v2 rocket in space, rendered in high octane, smoke simulation, 3 d render 1 5 0 mm lens, pbr texture, realistic smoke, nuke dropping"
"0,108,-63.png","a red and white tube on a black background, 3 d render 1 5 0 mm lens, rpg item render, 3d game object, simple primitive tube shape, untextured, redshift renderer, rendered in high octane, octane renderer”, filmic render, volumetric object, smooth render, pbr render, rendered in pov - ray, blender rendering"
"0,108,-72.png","a red and white frisbee flying through the air, 3 d render 1 5 0 mm lens, 3d game object, rendered in pov - ray, octane renderer, octane renderer”, redshift renderer, pbr render, a raytraced image, rendered in corona, cinema 4 d sharp focus, untextured, 3d object, 3 d object"
"0,108,-81.png","a red frisbee flying through the air on a black background, baked bean skin texture, black gems, cinematic smooth stone, presenting magic gem, spherical lens, 3d render of a blue eyes, smooth surface render, 3 d render 1 5 0 mm lens, cataract. subsurface scattering, very realistic gemstones, rpg item render, square black pupil centered"
"0,108,-9.png","a red and white baseball bat on a black background, toothpaste blast, seperated game asset, marvelous designer substance, high quality topical render, videogame asset, rpg item render, pbr texture, game asset, blood spray, pbr render, seamless game texture, 3 d daz occlusion, 3d game object, untextured, spray brush"
"0,108,-90.png","a red frisbee flying through the air on a black background, spherical lens, fractal flame. highly_detailded, uncompressed png, raymarching, cell animation, spherical body, optical lens flare fx, cel shadow, centered dot pupil, specular light, obsidian globe, a raytraced image, black backround. inkscape, centered eye"
"0,108,0.png","a red and white tube on a black background, toothpaste blast, high quality topical render, pbr texture, seperated game asset, rpg item render, pbr render, marvelous designer substance, blood spray, game asset, videogame asset, pbr textures, spray brush, cel shaded pbr, hair fluid, cosmetics, untextured, seamless game texture, pbr materials"
"0,108,18.png","a red and white tube with a cigarette sticking out of it, spray brush, smoke grenade, blood spray, toothpaste blast, rpg item render, seperated game asset, high quality topical render, :6 smoke grenades, game asset, pbr texture, smoke grenades, marvelous designer substance, hairspray, pbr render, hair fluid, videogame asset"
"0,108,27.png","a red bottle with a cigarette sticking out of it, spray brush, blood spray, smoke grenade, toothpaste blast, high quality topical render, seperated game asset, rpg item render, :6 smoke grenades, game asset, scratched vial, cosmetics, inventory item, hairspray, glue dropping, pbr texture, extremely detailed brush, marvelous designer substance, sprays"
"0,108,36.png","a red and white tube on a black background, spray brush, blood spray, high quality topical render, toothpaste blast, smoke grenade, rpg item render, seperated game asset, syringe, :6 smoke grenades, scratched vial, game asset, untextured, extremely detailed brush, baked bean skin texture, cosmetics, inventory item"
"0,108,45.png","a red and white tube of toothpaste on a black background, spray brush, high quality topical render, toothpaste blast, seperated game asset, blood spray, rpg item render, extremely detailed brush, game asset, marvelous designer substance, smoke grenade, smooth surface render, z-brush sculpt, pbr texture, untextured, visible paint texture, scratched vial, substance painter"
"0,108,54.png","a red and white tube of toothpaste on a black background, spray brush, high quality topical render, seperated game asset, marvelous designer substance, toothpaste blast, extremely detailed brush, hairspray, rpg item render, pbr texture, z-brush sculpt, blood spray, raytraced highlights, game asset, pretty highlights and specular, smooth surface render, pbr materials"
"0,108,63.png","a red and white tube of toothpaste on a black background, smooth surface render, z-brush sculpt, high quality topical render, spray brush, rendered in high octane, blender rendering, houdini sidefx, airbrush render, rpg item render, rendered in corona, masterpiece. rendered in blender, raytraced highlights, extremely detailed brush, rendered in maya and houdini"
"0,108,72.png","a red and white object on a black background, a raytraced image, 3 d raytraced masterpiece, raytraced highlights, 3d game object, blender rendering, redshift renderer, smooth surface render, rendered in high octane, dynamic shading, well rendered.:1, sidefx, rendered in pov - ray, ray traced lighting, raytracing : :"
"0,108,81.png","a close up of a red object in the dark, rpg item render, rendered with renderman, rendered in renderman, untextured, seperated game asset, well rendered.:1, masterpiece. rendered in blender, rendered in 32k huhd, uncompressed png, videogame asset, seamless game texture, sitting on a red button, 0 brainsucker render"
"0,108,9.png","a red and white tube on a black background, toothpaste blast, blood spray, high quality topical render, smoke grenade, spray brush, pbr texture, marvelous designer substance, seperated game asset, :6 smoke grenades, rpg item render, smoke grenades, hair fluid, pbr render, game asset, videogame asset, painting of one health potion, pbr textures"
"0,108,90.png","a close up of a red object in the dark, phobos, cataract. subsurface scattering, spherical body, nubulae hubble, a raytraced image, red oval turban, raymarching, floating planets and moons, apophis, glsl - shaders, raytraced, distant lens, red shift render, red planetoid exploding"
"0,126,-18.png","a red and white tube of toothpaste on a black background, rpg item render, marvelous designer substance, pbr render, high quality topical render, pbr texture, toothpaste blast, well rendered.:1, untextured, seperated game asset, rendered in corona, rendered in high octane, daz occlusion, pbr textures, pbr materials, 3 d daz occlusion"
"0,126,-27.png","a red and white tube on a black background, high quality topical render, toothpaste blast, marvelous designer substance, rpg item render, visible paint texture, daz occlusion, 3 d daz occlusion, untextured, painting of one health potion, emissive material, seperated game asset, rendered in corona, pbr texture, well rendered.:1"
"0,126,-36.png","a red and white tube on a black background, smoke grenade, high quality topical render, toothpaste blast, blood spray, visible paint texture, rpg item render, rendered in pov - ray, painting of one health potion, 3d game object, can of paint, rendered in high octane, rendered in corona, spray brush, marvelous designer substance, liquid glue spots"
"0,126,-45.png","a red and white tube on a black background, high quality topical render, smoke grenade, glue dropping, toothpaste blast, rendered in pov - ray, spray brush, fog. 3 d, can of paint, sparse floating particles, rpg item render, 3d game object, seperated game asset, rendered in corona, smoke simulation, visible paint texture"
"0,126,-54.png","a close up of a red and white tube on a black background, smoke grenade, high quality topical render, sparse floating particles, rendered in corona, rendered in pov - ray, rpg item render, toothpaste blast, 3d game object, glue dropping, 3 d render 1 5 0 mm lens, rendered in high octane, fog. 3 d, volumetric object"
"0,126,-63.png","a close up of a red and white object on a black background, baked bean skin texture, campbell's soup can, food particles, rendered in corona, 3d game object, rendered in pov - ray, high quality topical render, seamless game texture, redshift renderer, octane renderer”, rendered in high octane, rpg item render, untextured"
"0,126,-72.png","a red and white frisbee flying through the air, 3 d render 1 5 0 mm lens, cloth simulation, pbr render, redshift renderer, 3d game object, a raytraced image, cloth sim, rendered in corona, raytraced highlights, cel shaded pbr, blender rendering, 3 d object, 3d object, seperated game asset"
"0,126,-81.png","a red frisbee flying through the air on a black background, baked bean skin texture, transparent goo, black gems, raymarching, smooth surface render, radiosity rendering, cell shaded adult animation, cell animation, presenting magic gem, 3d cell shaded, cinematic smooth stone, uncompressed png, black fluid simulation, cel shadow, octave render, painting of one health potion"
"0,126,-9.png","a red and white tube of toothpaste on a black background, high quality topical render, pbr render, marvelous designer substance, rpg item render, ambient reflective occlusion, pbr texture, untextured, well rendered.:1, emissive material, octane renderer”, rendered in corona, pretty highlights and specular, an ambient occlusion render"
"0,126,-90.png","a red frisbee flying through the air on a black background, spherical lens, uncompressed png, obsidian globe, cosmic void background, spherical body, cell animation, snail in the style of nfl logo, orb, dark blue spheres fly around, raymarching, complete darkness background, optical lens flare fx, big disc of planet, lensflares"
"0,126,0.png","a bottle of red wine on a black background, marvelous designer substance, pbr render, pbr texture, high quality topical render, rpg item render, untextured, cel shaded pbr, pbr textures, emissive material, well rendered.:1, natural skin tone 4k textures, subsurface scattering skin, ambient reflective occlusion, photorealistic skin texture"
"0,126,18.png","a red and white bottle on a black background, marvelous designer substance, high quality topical render, pbr render, pbr texture, well rendered.:1, rendered in high octane, pretty highlights and specular, rpg item render, smooth surface render, cel shaded pbr, rendered in corona, pbr materials, untextured, textured 3 d, webgl render, octane renderer”"
"0,126,27.png","a red and white bottle on a black background, marvelous designer substance, high quality topical render, pbr render, pbr texture, rendered in high octane, smooth surface render, toothpaste blast, well rendered.:1, rpg item render, rendered in corona, seperated game asset, pbr materials, pretty highlights and specular, 3 d fluid simulation render"
"0,126,36.png","a red and white bottle on a black background, toothpaste blast, high quality topical render, marvelous designer substance, pbr texture, substance painter, 3 d daz occlusion, smooth surface render, rendered in high octane, seperated game asset, visible paint texture, pbr render, spray brush, hair fluid, painting of one health potion, blood spray, rpg item render"
"0,126,45.png","a bottle of toothpaste on a black background, high quality topical render, toothpaste blast, smooth surface render, rendered in high octane, well rendered.:1, rendered in corona, marvelous designer substance, 3 d daz occlusion, 3 d render 1 5 0 mm lens, seperated game asset, rpg item render, blender rendering, rendered image"
"0,126,54.png","a red and white tube of toothpaste on a black background, high quality topical render, smooth surface render, rendered in high octane, liquid glue spots, rendered in corona, 3 d render 1 5 0 mm lens, toothpaste blast, blender rendering, marvelous designer substance, visible paint texture, 3 d fluid simulation render, well rendered.:1, blood spray, 3 d clay render"
"0,126,63.png","a red and white tube of toothpaste on a black background, high quality topical render, smooth surface render, rendered in high octane, rendered in corona, blender rendering, well rendered.:1, raytraced highlights, pretty highlights and specular, smooth render, redshift renderer, webgl render, airbrush render, 3d clay render, 3 d clay render"
"0,126,72.png","a red and white object on a black background, raytraced highlights, smooth surface render, a raytraced image, 3d game object, 3 d raytraced masterpiece, well rendered.:1, 3d cell shaded, blender rendering, redshift renderer, high quality topical render, seperated game asset, rendered in high octane, pretty highlights and specular"
"0,126,81.png","a red object floating in the air on a black background, round red m & m figure, smooth render, masterpiece. rendered in blender, untextured, police cap, raytraced highlights, rendered with renderman, smooth surface render, 3d cell shaded, well rendered.:1, a raytraced image, rendered in renderman, rendered in 32k huhd"
"0,126,9.png","a bottle of red wine on a black background, marvelous designer substance, pbr render, high quality topical render, hair fluid, toothpaste blast, pbr texture, well rendered.:1, rpg item render, untextured, seperated game asset, blood spray, soap, octane renderer”, natural skin tone 4k textures, rendered in high octane, pbr textures"
"0,126,90.png","a red object in the dark with a black background, cataract. subsurface scattering, a raytraced image, raymarching, glossy sphere, floating planets and moons, radiosity rendering, spherical body, raytraced, phobos, pathtracing, modeled in 3 d, 3d cell shaded, red shift render, raytraced highlights"
"0,144,-18.png","a tube of toothpaste on a black background, pbr render, high quality topical render, snake oil skin, pbr texture, toothpaste blast, rpg item render, marvelous designer substance, untextured, skin texture details, ambient reflective occlusion, subsurface scattering skin, game asset, natural skin tone 4k textures, cosmetics, pbr textures, cel shaded pbr"
"0,144,-27.png","a red and white tube on a black background, high quality topical render, marvelous designer substance, pbr render, toothpaste blast, blood spray, rpg item render, pbr texture, well rendered.:1, rendered in corona, smooth surface render, rendered in high octane, substance painter, rendered 3d model, untextured, 3d product, physically - based render"
"0,144,-36.png","a red and white tube on a black background, high quality topical render, marvelous designer substance, toothpaste blast, rendered in pov - ray, rendered in high octane, rendered in corona, pbr render, untextured, substance painter, blood spray, octane renderer”, pbr texture, direct glaze, smooth surface render, physically - based render, webgl render, octane renderer"
"0,144,-45.png","a red and white tube on a black background, high quality topical render, painting of one health potion, rendered in high octane, blood spray, rendered in pov - ray, smoke grenade, toothpaste blast, rendered in corona, masterpiece. rendered in blender, marvelous designer substance, liquid glue spots, can of paint, rendered 3d model, direct glaze"
"0,144,-54.png","a red and white tube on a black background, smoke grenade, high quality topical render, rendered in pov - ray, fog. 3 d, rendered in high octane, glue dropping, toothpaste blast, smoke simulation, rendered in corona, smoke grenades, spraying liquid, volumetric object, blood spray, 3d game object, 3d object, 3 d object"
"0,144,-63.png","a close up of a red and white object on a black background, campbell's soup can, baked bean skin texture, food particles, high quality topical render, 3d game object, blender rendering, rendered in pov - ray, 3d blender, 3d object, 3 d object, masterpiece. rendered in blender, seamless game texture, rendered in corona, tomato sauce"
"0,144,-72.png","a close up of a red and white object in the sky, campbell's soup can, baked bean skin texture, 3d game object, high quality topical render, 3d object, 3 d object, seperated game asset, tomato sauce, untextured, redshift renderer, food particles, spilling ketchup, blender rendering, rendered in corona, 3d blender"
"0,144,-81.png","a red frisbee flying through the air on a black background, raymarching, a raytraced image, raytraced blade, radiosity rendering, black gems, pretty highlights and specular, smooth surface render, cinematic smooth stone, octave render, povray, raytraced, raytraced highlights, specular light, spherical body, baked bean skin texture"
"0,144,-9.png","a bottle of shampoo on a black background, pbr render, snake oil skin, high quality topical render, pbr texture, rpg item render, cel shaded pbr, marvelous designer substance, pbr textures, ambient reflective occlusion, pretty highlights and specular, skin texture details, in-game 3d model, baked bean skin texture, subsurface scattering skin"
"0,144,-90.png","a red frisbee flying through the air on a black background, spherical lens, fractal flame. highly_detailded, raymarching, spherical body, optical lens flare fx, uncompressed png, fractal flame, lensflares, a raytraced image, cataract. subsurface scattering, centered dot pupil, radiosity rendering, polarized lens"
"0,144,0.png","a bottle of red wine on a black background, pbr render, high quality topical render, well rendered.:1, marvelous designer substance, rpg item render, smooth surface render, subsurface scattering skin, ambient reflective occlusion, cel shaded pbr, pbr texture, snake oil skin, physically - based render, webgl render, photorealistic skin texture"
"0,144,18.png","a bottle of red and white liquid on a black background, high quality topical render, marvelous designer substance, pbr render, well rendered.:1, smooth surface render, rendered in high octane, webgl render, pbr texture, 3 d fluid simulation render, physically - based render, rendered with renderman, rendered 3d model, physically based render, physically based rendering"
"0,144,27.png","a bottle of red and white liquid on a black background, marvelous designer substance, pbr render, high quality topical render, pbr texture, webgl render, cosmetics, hair fluid, snake oil skin, smooth surface render, rpg item render, well rendered.:1, rendered in high octane, redshift renderer, game asset, pbr materials, rendered with renderman"
"0,144,36.png","a bottle of sunscreen on a black background, high quality topical render, marvelous designer substance, pbr render, substance painter, toothpaste blast, pbr texture, visible paint texture, blood spray, pbr materials, smooth surface render, rendered in high octane, seperated game asset, emissive material, substance painter 3d, red paint, cel shaded pbr, game asset"
"0,144,45.png","a bottle of sunscreen on a black background, high quality topical render, painting of one health potion, marvelous designer substance, red paint, visible paint texture, pbr render, substance painter, pbr materials, rendered in high octane, blood spray, smooth surface render, pbr texture, seperated game asset, 4 k seamless mud texture, red liquid, smooth oil painting"
"0,144,54.png","a bottle of red liquid on a black background, high quality topical render, marvelous designer substance, painting of one health potion, visible paint texture, red paint, rendered in high octane, tempera paint, substance painter, emissive material, can of paint, smooth surface render, blood spray, rendered in corona, pbr render, extremely detailed brush, oil paints"
"0,144,63.png","a red and white tube of toothpaste on a black background, painting of one health potion, red paint, tempera paint, high quality topical render, visible paint texture, acrylic paint, can of paint, oil paints, acrylic paints, dried acrylic paint, substance painter, brushed red and blue paint, impasto paint, extremely detailed brush, no light reflecting off paint"
"0,144,72.png","a red and white object on a black background, high quality topical render, liquid glue spots, seperated game asset, rpg item render, smooth surface render, hyper realistic poison bottle, glue dropping, painting of one health potion, blood spray, airbrush render, tiny gaussian blur, game asset, masterpiece. rendered in blender, spray brush, rendered in high octane"
"0,144,81.png","a close up of a red object on a black background, untextured, 0 brainsucker render, roblox screenshot, well rendered.:1, masterpiece. rendered in blender, rendered in 32k huhd, roblox avatar, redsfhit render, low quality 3d model, rpg item render, roblox, inspired by John Button, smooth render"
"0,144,9.png","a bottle of red wine on a black background, high quality topical render, pbr render, well rendered.:1, marvelous designer substance, smooth surface render, ultra render, rendered in high octane, redshift renderer, 3d rendered model, webgl render, rpg item render, 3d product, rendered 3d model, rendered in corona"
"0,144,90.png","a red object in the dark with a black background, phobos, floating planets and moons, planet mars, red shift render, cataract. subsurface scattering, red planetoid exploding, spherical body, a raytraced image, planet saturn, raymarching, pluto, moody gold planet, orange gas giant, barsoom"
"0,162,-18.png","a bottle of shampoo on a black background, high quality topical render, pbr render, pbr texture, subsurface scattering skin, ambient reflective occlusion, uv map, cel shaded pbr, clay render, 3 d clay render, 3d clay render, rpg item render, pretty highlights and specular, skin texture details, pbr materials"
"0,162,-27.png","a bottle of ketchup on a black background, high quality topical render, pbr render, pbr texture, 3 d clay render, 3d clay render, rendered in corona, clay render, pretty highlights and specular, rendered in high octane, well rendered.:1, 3 d render 1 5 0 mm lens, marvelous designer substance, rendered in pov - ray"
"0,162,-36.png","a red and white tube of toothpaste on a black background, high quality topical render, rendered in pov - ray, rendered in high octane, rendered in corona, pretty highlights and specular, blender rendering, direct glaze, 3 d clay render, 3d clay render, redshift renderer, liquid glue spots, rendered image, toothpaste blast, specular lighting"
"0,162,-45.png","a red and white tube of toothpaste on a black background, high quality topical render, rendered in pov - ray, rendered in high octane, visible paint texture, can of paint, red background photorealistic, rendered in corona, pretty highlights and specular, red paint, direct glaze, specular lighting, blood spray, painting of one health potion, rendered image, pbr render"
"0,162,-54.png","a red and white tube of toothpaste on a black background, high quality topical render, toothpaste blast, rendered in pov - ray, blood spray, painting of one health potion, liquid glue spots, smoke grenade, visible paint texture, rendered in high octane, seperated game asset, glue dropping, rendered in corona, pbr render, pbr texture"
"0,162,-63.png","a tube of toothpaste on a black background, high quality topical render, toothpaste blast, smoke grenade, rendered in pov - ray, food particles, 3d game object, blender rendering, baked bean skin texture, salt shaker, 3d blender, mixer rendering, campbell's soup can, redshift renderer, fog. 3 d, 3d object, 3 d object"
"0,162,-72.png","a close up of a red and white object on a black background, campbell's soup can, high quality topical render, 3 d render 1 5 0 mm lens, 3d game object, blender rendering, redshift renderer, 3 d object, smooth surface render, 3d object, baked bean skin texture, rendered in corona, raytraced highlights"
"0,162,-81.png","a red frisbee flying through the air on a black background, raymarching, cinematic smooth stone, presenting magic gem, a raytraced image, pretty highlights and specular, smooth round rocks, radiosity rendering, raytraced blade, red shift render, rendered in high octane, raytraced highlights, povray, specular light, metallic asteroid, smooth surface render"
"0,162,-9.png","a bottle of shampoo on a black background, high quality topical render, uv map, pbr render, snake oil skin, rpg item render, subsurface scattering skin, rendered in pov - ray, cel shaded pbr, well rendered.:1, skin texture details, pretty highlights and specular, pbr texture, 3 d clay render, 3d clay render, clay render"
"0,162,-90.png","a red frisbee flying through the air on a black background, fractal flame. highly_detailded, fractal flame, uncompressed png, spherical lens, raymarching, optical lens flare fx, spherical body, complete darkness background, anorld render, cosmic void background, dark smooth background, lensflares, specular light, raytraced blade"
"0,162,0.png","a bottle of red wine on a black background, high quality topical render, pbr render, uv map, 3 d clay render, 3d clay render, smooth surface render, clay render, ray traced sun light, well rendered.:1, snake oil skin, subsurface scattering skin, 3d rendered model, ultra render, 3 d render 1 5 0 mm lens"
"0,162,18.png","a bottle of red wine on a black background, pbr render, high quality topical render, marvelous designer substance, pbr texture, rendered in high octane, well rendered.:1, smooth surface render, pbr materials, cel shaded pbr, subsurface scattering skin, octane renderer”, redshift renderer, rpg item render, studio quality smooth render, physically based render"
"0,162,27.png","a bottle of shampoo on a black background, high quality topical render, pbr render, pbr texture, physically based render, marvelous designer substance, rendered in high octane, studio quality smooth render, smooth surface render, physically - based render, hair fluid, well rendered.:1, rpg item render, physically based rendering, pbr materials, clay render"
"0,162,36.png","a bottle of shampoo on a black background, high quality topical render, pbr render, marvelous designer substance, pbr texture, subsurface scattering skin, emissive material, cel shaded pbr, specular lighting, game asset, toothpaste blast, glowing oil, snake oil skin, pretty highlights and specular, clay render, uv map, cosmetics"
"0,162,45.png","a bottle of red liquid on a black background, high quality topical render, red paint, marvelous designer substance, pbr render, subsurface scattering skin, blood spray, 4 k seamless mud texture, visible paint texture, smooth surface render, uv map, rpg item render, hair fluid, game asset, pbr materials, rendered in high octane, seperated game asset"
"0,162,54.png","a bottle of red liquid on a black background, high quality topical render, marvelous designer substance, painting of one health potion, pbr render, visible paint texture, red paint, pretty highlights and specular, rendered in high octane, smooth surface render, specular lighting, pbr materials, substance painter, red background photorealistic, emissive material, cel shaded pbr"
"0,162,63.png","a bottle of red liquid on a black background, visible paint texture, red paint, high quality topical render, painting of one health potion, tempera paint, red background photorealistic, brushed red and blue paint, marvelous designer substance, substance painter, pretty highlights and specular, dried acrylic paint, rendered in high octane, 64 bit realistic painting"
"0,162,72.png","a red and white bottle on a black background, high quality topical render, red paint, painting of one health potion, visible paint texture, red background photorealistic, tempera paint, rendered in high octane, acrylic paint, cadmium red, redshift renderer, rendered in pov - ray, acrylic paints, octane renderer”, neural acrylic paint"
"0,162,81.png","a red hat sitting on top of a black surface, untextured, roblox screenshot, jester hat, red hat, redsfhit render, inspired by John Button, mario hat, faded hat, from valve, octave render, small hat, seperated game asset, roblox avatar, well rendered.:1, pokemon cap, roblox, 3d cell shaded, fedora"
"0,162,9.png","a bottle of red wine on a black background, pbr render, high quality topical render, marvelous designer substance, pbr texture, uv map, well rendered.:1, rpg item render, cel shaded pbr, clay render, snake oil skin, smooth surface render, 3d clay render, 3 d clay render, rendered in high octane, pbr materials, 3d rendered model"
"0,162,90.png","a close up of a red object on a black background, phobos, floating planets and moons, red planetoid exploding, nubulae hubble, red lunar eclipse, planet mars, imbalanced mars. rugged, cataract. subsurface scattering, red shift render, mars, red moon, celestial bodies, moody gold planet, mars setting, red desert mars"
"0,18,-18.png","a bottle of toothpaste on a black background, volcano texture, vulcano, vulcanic ground, volcano, volcanic, dark volcano background, volcano background, volcano eruption, volcanos, volcano valley, volcanic eruption, lava texture, volcanic background, in volcano, volcanoes, active volcano, in a volcano, volcanic workshop background, volcano setting, lava"
"0,18,-27.png","a tube of toothpaste on a black background, vulcano, vulcanic ground, soft volumetric studio lighting, substance painter, petroleum vitamin, detailed product image, volumetric object, substance painter 3d, official product image, webgl render, octane renderer”, product image, 3d rendered model, :6 smoke grenades, liquid that has a viscous"
